pos.TSS	pos.TES	nb.TSS	nb.TES	RNA-seq	coverage
Pa_1_2690.G	974558;974501;974644	972133;971946;971963	3	3	ERR2224050;SRR3197704;SRR3197709	50
Pa_1_2700.G	974840;974989;975014	975647;975646;975664	3	3	ERR2224051;SRR3197704;SRR6960215	100
Pa_1_2710.G	NA	NA	NA	NA	NA	NA
Pa_1_2720.G	978143	986282	1	1	SRR3197710	25
Pa_1_2730.G	990166	986865	1	1	ERR2224050	75
Pa_1_2740.G	993025;993014;992988	990525;990540;990546	3	3	SRR6960217;SRR6960219;SRR6960222	10
Pa_1_2750.G	993219	995187	1	1	SRR6960219	75
Pa_1_2760.G	NA	NA	NA	NA	NA	NA
Pa_1_2770.G	NA	NA	NA	NA	NA	NA
Pa_1_2780.G	1007781	1004799	1	1	SRR6960219	100
Pa_1_2800.G	1008265;1008284	1009109;1009111	2	2	SRR3197704;SRR3197710	100
Pa_1_2810.G	NA	NA	NA	NA	NA	NA
Pa_1_2820.G	1011178	1013221	1	1	SRR6960213	10
Pa_1_2830.G	NA	NA	NA	NA	NA	NA
Pa_1_2840.G	1018910	1016364	1	1	ERR2224051	50
Pa_1_2850.G	1021181;1021070;1021198;1021115	1019084;1019063;1019084;1019069	4	3	SRR3197704;SRR3197708;SRR3197710;SRR6960216	25
Pa_1_2860.G	1024199	1021763	1	1	SRR6960218	100
Pa_1_2865.G	1027154;1027156;1028211	1028970;1028890;1029069	3	3	ERR2224048;ERR2224051;SRR6960214	10
Pa_1_2870.G	1035269	1032451	1	1	ERR2224050	250
Pa_1_2880.G	1036723	1041473	1	1	ERR2224048	100
Pa_1_2890.G	1042489;1042504;1042550	1041365;1041438;1041431	3	3	SRR6960212;SRR6960218;SRR6960220	25
Pa_1_2900.G	1044339;1044354	1049722;1049751	2	2	SRR6960217;SRR6960222	250
Pa_1_2910.G	NA	NA	NA	NA	NA	NA
Pa_1_2920.G	1056016	1054340	1	1	ERR2224046	10
Pa_1_2930.G	1059999;1060044	1057681;1057707	2	2	SRR3197704;SRR3197708	250
Pa_1_2935.G	1062200	1064230	1	1	SRR3197700	50
Pa_1_2940.G	1068614;1068720	1065476;1065489	2	2	ERR2224048;ERR2224049	50
Pa_1_2950.G	1071152;1071194;1071220;1071187	1073766;1073765;1073765;1073748	4	3	ERR2224047;SRR6960217;SRR6960219;SRR6960222	50
Pa_1_2960.G	NA	NA	NA	NA	NA	NA
Pa_1_2970.G	NA	NA	NA	NA	NA	NA
Pa_1_2980.G	1078171	1080542	1	1	ERR2224051	100
Pa_1_2985.G	1082957	1081194	1	1	SRR6960214	10
Pa_1_2990.G	1085282;1085319;1085082;1085341	1088811;1089050;1088835;1088808	4	4	SRR3197704;SRR6960209;SRR6960214;SRR6960222	100
Pa_1_3000.G	1091380	1093434	1	1	ERR2224050	1000
Pa_1_3010.G	NA	NA	NA	NA	NA	NA
Pa_1_3020.G	1099071;1099077;1099040;1099028;1099019;1099023;1099068	1098045;1097952;1098045;1098040;1098041;1098045;1097963	7	5	SRR3197704;SRR3197710;SRR6960209;SRR6960212;SRR6960213;SRR6960218;SRR6960225	250
Pa_1_3030.G	1100682	1099283	1	1	ERR2224047	10
Pa_1_3040.G	NA	NA	NA	NA	NA	NA
Pa_1_3050.G	1112843;1112825	1110549;1110513	2	2	ERR2224047;ERR2224050	25
Pa_1_3060.G	1113050;1113023	1114565;1114534	2	2	SRR6960213;SRR6960219	75
Pa_1_3070.G	1114759;1114750	1115547;1115548	2	2	SRR3197704;SRR3197710	10
Pa_1_3075.G	NA	NA	NA	NA	NA	NA
Pa_1_3080.G	1119209	1116373	1	1	ERR2224050	100
Pa_1_3090.G	1120191	1122748	1	1	SRR3197710	250
Pa_1_3100.G	1123101	1124917	1	1	ERR2224047	25
Pa_1_3110.G	NA	NA	NA	NA	NA	NA
Pa_1_3120.G	1131906;1130676	1127600;1127627	2	2	SRR6960217;SRR6960225	25
Pa_1_3130.G	1134627;1134522	1139016;1139016	2	1	SRR6960214;SRR6960222	250
Pa_1_3140.G	1141625	1143294	1	1	ERR2224048	50
Pa_1_3150.G	NA	NA	NA	NA	NA	NA
Pa_1_3160.G	1155796	1157668	1	1	ERR2224051	50
Pa_1_3170.G	1160520;1160534;1160507	1159666;1159667;1159691	3	3	ERR2224048;ERR2224050;SRR3197710	50
Pa_1_3180.G	NA	NA	NA	NA	NA	NA
Pa_1_3190.G	1164523;1164444	1162145;1162120	2	2	ERR2224046;SRR6960219	50
Pa_1_3200.G	1170541	1166422	1	1	ERR2224050	50
Pa_1_3220.G	NA	NA	NA	NA	NA	NA
Pa_1_3230.G	1173924;1173872;1173896;1173870;1173857;1173862;1173884	1172946;1172946;1172957;1172951;1172960;1172914;1172947	7	6	ERR2224047;SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222;SRR6960223	100
Pa_1_3240.G	NA	NA	NA	NA	NA	NA
Pa_1_3250.G	1179818;1180411;1179709;1179678;1179659	1176664;1176637;1176664;1176664;1176663	5	3	SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	10
Pa_1_3260.G	1180953;1180988;1180965;1180960	1183579;1183584;1183587;1183586	4	4	SRR3197702;SRR3197704;SRR3197705;SRR3197710	100
Pa_1_3270.G	1186340	1183574	1	1	SRR6960221	25
Pa_1_3280.G	NA	NA	NA	NA	NA	NA
Pa_1_3290.G	1191788	1193796	1	1	ERR2224046	10
Pa_1_3295.G	NA	NA	NA	NA	NA	NA
Pa_1_3300.G	1197823;1197762	1196692;1196612	2	2	ERR2224050;SRR6960218	1000
Pa_1_3310.G	NA	NA	NA	NA	NA	NA
Pa_1_3320.G	1198086	1200512	1	1	SRR3197701	100
Pa_1_3330.G	1202640	1200410	1	1	SRR6960222	10
Pa_1_3340.G	1205515	1202737	1	1	ERR2224051	75
Pa_1_3350.G	1205904;1205904	1208965;1208962	1	2	ERR2224050;ERR2224051	100
Pa_1_3360.G	NA	NA	NA	NA	NA	NA
Pa_1_3370.G	1219254	1216960	1	1	ERR2224048	10
Pa_1_3380.G	1225122	1223191	1	1	ERR2224048	250
Pa_1_3385.G	1226715	1225913	1	1	ERR2224048	50
Pa_1_3390.G	1227862;1227333;1227493	1229893;1229791;1229781	3	3	SRR6960214;SRR6960217;SRR6960222	75
Pa_1_3395.G	NA	NA	NA	NA	NA	NA
Pa_1_3400.G	1234333;1234709	1236359;1236237	2	2	SRR3197704;SRR3197705	1000
Pa_1_3410.G	1240519;1240478;1240457;1240458;1240379;1240461;1240421;1240381	1236469;1236469;1236450;1236467;1236529;1236806;1236442;1236804	8	7	SRR3197704;SRR3197705;SRR3197709;SRR3197711;SRR6960209;SRR6960217;SRR6960219;SRR6960221	25
Pa_1_3417.G	NA	NA	NA	NA	NA	NA
Pa_1_3420.G	1249264	1246617	1	1	SRR6960213	75
Pa_1_3430.G	1263372;1263402	1260036;1260014	2	2	SRR6960218;SRR6960219	75
Pa_1_3440.G	1266615	1267589	1	1	SRR3197702	250
Pa_1_3450.G	1269698	1267445	1	1	SRR6960222	75
Pa_1_3455.G	1270403;1270305;1270189	1271215;1272694;1272542	3	3	SRR6960207;SRR6960212;SRR6960215	10
Pa_1_3460.G	1272585	1275150	1	1	ERR2224050	250
Pa_1_3470.G	1277685;1277640	1275506;1275604	2	2	ERR2224051;SRR6960219	100
Pa_1_3475.G	NA	NA	NA	NA	NA	NA
Pa_1_3480.G	NA	NA	NA	NA	NA	NA
Pa_1_3482.G	NA	NA	NA	NA	NA	NA
Pa_1_3485.G	1280725	1281752	1	1	ERR2224047	50
Pa_1_3490.G	1282418;1282366;1282432;1282377;1282370	1283757;1283757;1283774;1283753;1283757	5	3	SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	250
Pa_1_3500.G	1286102;1286125;1286153	1283716;1283722;1283726	3	3	SRR6960208;SRR6960223;SRR6960225	75
Pa_1_3510.G	NA	NA	NA	NA	NA	NA
Pa_1_3520.G	1294614	1293724	1	1	ERR2224050	500
Pa_1_3530.G	1294798	1296682	1	1	ERR2224050	250
Pa_1_3540.G	1297840	1300244	1	1	SRR6960214	75
Pa_1_3545.G	NA	NA	NA	NA	NA	NA
Pa_1_3550.G	1306174	1304533	1	1	SRR3197710	1000
Pa_1_3560.G	1306499	1307872	1	1	ERR2224046	100
Pa_1_3570.G	1310032	1308088	1	1	ERR2224051	100
Pa_1_3580.G	1311469;1311571	1312342;1312353	2	2	SRR6960216;SRR6960217	100
Pa_1_3590.G	1313802	1315087	1	1	SRR3197710	2500
Pa_1_3600.G	NA	NA	NA	NA	NA	NA
Pa_1_3610.G	1321371	1319165	1	1	ERR2224050	250
Pa_1_3620.G	1321655	1324679	1	1	SRR6960217	25
Pa_1_3630.G	1325364;1325315;1325320;1325315;1325315;1325308;1325334	1324692;1324723;1324723;1324723;1324725;1324694;1324718	5	5	ERR2224051;SRR3197702;SRR3197704;SRR3197708;SRR3197709;SRR6960207;SRR6960213	250
Pa_1_3640.G	1325537	1329552	1	1	SRR3197710	25
Pa_1_3650.G	1330464	1333483	1	1	ERR2224050	25
Pa_1_3660.G	NA	NA	NA	NA	NA	NA
Pa_1_3670.G	1338841	1340787	1	1	SRR6960209	25
Pa_1_3680.G	1341587;1341539;1341533;1341579	1340829;1340733;1340749;1340791	4	4	SRR3197700;SRR6960208;SRR6960209;SRR6960215	100
Pa_1_3685.G	1343121;1343253;1343307;1343019	1342106;1341640;1342114;1342115	4	4	SRR6960208;SRR6960209;SRR6960216;SRR6960220	10
Pa_1_3690.G	1343519	1345581	1	1	ERR2224050	100
Pa_1_3691.G	1345648	1347431	1	1	SRR6960212	10
Pa_1_3692.G	NA	NA	NA	NA	NA	NA
Pa_1_3695.G	NA	NA	NA	NA	NA	NA
Pa_1_3698.G	NA	NA	NA	NA	NA	NA
Pa_1_3700.G	1355803;1355898;1355859;1355839;1355852	1357005;1357006;1357016;1356963;1357006	5	4	ERR2224050;SRR6960207;SRR6960213;SRR6960218;SRR6960219	250
Pa_1_3710.G	NA	NA	NA	NA	NA	NA
Pa_1_3720.G	NA	NA	NA	NA	NA	NA
Pa_1_3730.G	1363972	1361479	1	1	ERR2224050	100
Pa_1_3740.G	1364166;1364223	1365335;1365441	2	2	ERR2224051;SRR6960207	750
Pa_1_3750.G	NA	NA	NA	NA	NA	NA
Pa_1_3753.G	NA	NA	NA	NA	NA	NA
Pa_1_3760.G	1373465;1373127;1373172	1371110;1371239;1371121	3	3	ERR2224048;SRR6960209;SRR6960219	100
Pa_1_3767.G	1377233	1377702	1	1	SRR6960213	75
Pa_1_3770.G	1381377	1378238	1	1	SRR3197710	50
Pa_1_3780.G	1383301	1381819	1	1	SRR3197708	25
Pa_1_3790.G	1384904;1384928;1384914;1384924	1383637;1383563;1383564;1383564	4	3	ERR2224046;ERR2224050;SRR3197700;SRR3197701	1000
Pa_1_3800.G	1385094	1387371	1	1	ERR2224050	100
Pa_1_3810.G	1390445	1388570	1	1	SRR3197710	100
Pa_1_3820.G	NA	NA	NA	NA	NA	NA
Pa_1_3830.G	1393679	1395270	1	1	SRR3197710	250
Pa_1_3840.G	1397512	1395568	1	1	SRR6960209	5000
Pa_1_3850.G	1404164;1404229;1404210;1404224	1400868;1400421;1400821;1400411	4	4	SRR6960209;SRR6960217;SRR6960219;SRR6960222	25
Pa_1_3853.G	1404489	1405572	1	1	ERR2224048	10
Pa_1_3855.G	1405491	1406640	1	1	SRR6960207	10
Pa_1_3860.G	1409849;1409872;1409817	1406743;1406739;1406727	3	3	ERR2224050;SRR3197708;SRR3197709	50
Pa_1_3870.G	1412513	1415373	1	1	ERR2224051	100
Pa_1_3880.G	1415740;1415743	1416751;1416723	2	2	ERR2224050;ERR2224051	500
Pa_1_3890.G	1423014;1423064	1417061;1417069	2	2	ERR2224046;SRR3197710	10
Pa_1_3900.G	1423509;1423457	1425447;1425258	2	2	ERR2224048;ERR2224050	100
Pa_1_3910.G	1425765;1425752;1425846;1425835;1425833;1425829;1425741;1425753;1425815;1425838;1425824;1425827;1425759	1427238;1427261;1427268;1427268;1427265;1427264;1427261;1427268;1427261;1427261;1427261;1427268;1427261	13	5	ERR2224051;SRR3197702;SRR6960207;SRR6960208;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960217;SRR6960218;SRR6960222;SRR6960223;SRR6960225	100
Pa_1_3920.G	1428033	1430836	1	1	SRR3197704	75
Pa_1_3930.G	NA	NA	NA	NA	NA	NA
Pa_1_3935.G	NA	NA	NA	NA	NA	NA
Pa_1_3940.G	1434812	1436739	1	1	SRR6960208	10
Pa_1_3945.G	1437038	1438383	1	1	SRR3197706	75
Pa_1_3950.G	1440761	1438559	1	1	SRR3197700	10
Pa_1_3960.G	1441044;1441024;1441011	1442222;1442223;1442273	3	3	SRR6960207;SRR6960217;SRR6960222	100
Pa_1_3970.G	1443306;1443269;1443266	1442254;1442110;1442066	3	3	ERR2224050;SRR3197700;SRR6960213	2500
Pa_1_3980.G	1443528	1445698	1	1	ERR2224051	250
Pa_1_3990.G	1448136	1446375	1	1	SRR6960219	50
Pa_1_4000.G	1449297;1449184	1453602;1453706	2	2	SRR3197708;SRR6960219	50
Pa_1_4010.G	1456074;1456105;1456105	1454069;1454062;1454043	2	3	SRR6960212;SRR6960214;SRR6960215	25
Pa_1_4020.G	NA	NA	NA	NA	NA	NA
Pa_1_4030.G	1461427;1461447	1459201;1459196	2	2	SRR6960209;SRR6960221	100
Pa_1_4040.G	1464710;1464695;1464694;1464868;1465066;1464767;1464856	1461591;1461628;1461708;1461638;1461604;1461661;1461680	7	7	ERR2224047;ERR2224048;ERR2224051;SRR6960215;SRR6960217;SRR6960222;SRR6960223	50
Pa_1_4050.G	1466886;1466844	1472118;1472107	2	2	SRR3197702;SRR3197703	100
Pa_1_4060.G	NA	NA	NA	NA	NA	NA
Pa_1_4070.G	1475314	1473826	1	1	SRR3197704	750
Pa_1_4080.G	1476936;1476900;1476915;1476952;1476942	1475592;1475592;1475592;1475592;1475592	5	1	SRR6960207;SRR6960213;SRR6960218;SRR6960219;SRR6960221	250
Pa_1_4090.G	1477246	1478653	1	1	SRR3197701	10
Pa_1_4100.G	1481224	1478805	1	1	ERR2224046	100
Pa_1_4110.G	1484154;1484146	1481505;1481777	2	2	SRR3197702;SRR3197710	25
Pa_1_4120.G	NA	NA	NA	NA	NA	NA
Pa_1_4140.G	1489437	1493506	1	1	ERR2224050	50
Pa_1_4150.G	1496286	1494605	1	1	ERR2224051	100
Pa_1_4160.G	1498269	1501067	1	1	SRR6960214	100
Pa_1_4170.G	1502582;1502579	1501001;1501083	2	2	SRR6960213;SRR6960218	25
Pa_1_4180.G	1502898;1502892	1504551;1504526	2	2	SRR6960208;SRR6960220	25
Pa_1_4190.G	1504772	1508367	1	1	SRR6960214	10
Pa_1_4200.G	NA	NA	NA	NA	NA	NA
Pa_1_4220.G	1511206	1510343	1	1	SRR6960207	100
Pa_1_4230.G	NA	NA	NA	NA	NA	NA
Pa_1_4240.G	1513498	1512402	1	1	SRR6960217	750
Pa_1_4250.G	1514653;1514620	1516061;1515872	2	2	ERR2224048;ERR2224051	250
Pa_1_4260.G	1516321	1518581	1	1	ERR2224050	75
Pa_1_4270.G	NA	NA	NA	NA	NA	NA
Pa_1_4280.G	NA	NA	NA	NA	NA	NA
Pa_1_4290.G	1527983;1527988;1527922;1527889;1527934	1524804;1524804;1524804;1524804;1524804	5	1	ERR2224050;ERR2224051;SRR6960209;SRR6960219;SRR6960221	100
Pa_1_4300.G	1528681	1532421	1	1	ERR2224048	50
Pa_1_4310.G	1533397	1534375	1	1	ERR2224048	10
Pa_1_4320.G	1536072;1536085;1536063	1534793;1534793;1534770	3	2	SRR6960209;SRR6960219;SRR6960221	25
Pa_1_4325.G	NA	NA	NA	NA	NA	NA
Pa_1_4330.G	NA	NA	NA	NA	NA	NA
Pa_1_4335.G	NA	NA	NA	NA	NA	NA
Pa_1_4340.G	1542946	1541493	1	1	ERR2224050	50
Pa_1_4350.G	1548002;1547459;1547355;1547400;1547348	1544808;1546620;1546497;1546814;1546861	5	5	ERR2224048;SRR6960215;SRR6960216;SRR6960221;SRR6960225	10
Pa_1_4360.G	1552767;1552825;1552808;1552807	1556549;1556547;1556544;1556543	4	4	SRR6960209;SRR6960217;SRR6960219;SRR6960222	100
Pa_1_4370.G	1559285;1559169;1559118;1559133;1559124;1559103;1559112;1559098;1559112;1559125	1557591;1557597;1557564;1557391;1557333;1557578;1557580;1557574;1557370;1557400	9	10	ERR2224049;SRR3197705;SRR6960213;SRR6960215;SRR6960216;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960223	100
Pa_1_4380.G	1559439;1559465;1559472;1559508	1562469;1562451;1562480;1562480	4	3	ERR2224050;ERR2224051;SRR3197701;SRR6960212	100
Pa_1_4390.G	NA	NA	NA	NA	NA	NA
Pa_1_4400.G	1569568;1569483	1566866;1566865	2	2	SRR6960209;SRR6960219	25
Pa_1_4410.G	1571511	1570536	1	1	ERR2224050	250
Pa_1_4420.G	1573799	1571831	1	1	ERR2224049	100
Pa_1_4430.G	1577958	1575400	1	1	ERR2224050	100
Pa_1_4440.G	NA	NA	NA	NA	NA	NA
Pa_1_4450.G	1583309;1582943;1582928	1581487;1581823;1581431	3	3	ERR2224051;SRR6960213;SRR6960221	2500
Pa_1_4460.G	1587925;1588034	1591812;1591825	2	2	ERR2224051;SRR6960225	75
Pa_1_4470.G	1594588;1594577	1592420;1592418	2	2	SRR6960207;SRR6960213	250
Pa_1_4480.G	1599041	1595417	1	1	ERR2224048	75
Pa_1_4490.G	1604815;1604381	1600166;1600392	2	2	SRR6960217;SRR6960222	25
Pa_1_4495.G	1605266	1607111	1	1	ERR2224051	25
Pa_1_4500.G	1613336;1613335;1613801	1608864;1608862;1608862	3	2	SRR3197701;SRR3197703;SRR3197710	10
Pa_1_4510.G	1615435	1613830	1	1	SRR3197710	25
Pa_1_4515.G	NA	NA	NA	NA	NA	NA
Pa_1_4520.G	1616544;1616533;1616535	1619438;1619317;1619318	3	3	SRR3197702;SRR3197704;SRR3197709	100
Pa_1_4530.G	1621786	1619730	1	1	SRR3197710	2500
Pa_1_4540.G	1622242;1622269;1622199;1622299;1622249;1622283;1622154;1622249;1622249;1622302;1622118	1623317;1623331;1623327;1623321;1623333;1623373;1623352;1623334;1623378;1623334;1623330	9	10	SRR3197700;SRR3197704;SRR3197710;SRR3197711;SRR6960209;SRR6960213;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960225	250
Pa_1_4550.G	NA	NA	NA	NA	NA	NA
Pa_1_4560.G	NA	NA	NA	NA	NA	NA
Pa_1_4570.G	1631062;1631139;1631069;1631100;1631098;1631145;1631073	1633505;1633585;1633608;1633600;1633615;1633607;1633600	7	6	ERR2224050;SRR3197710;SRR6960209;SRR6960213;SRR6960217;SRR6960218;SRR6960219	100
Pa_1_4580.G	1636941;1636921;1636903;1636881;1636848;1636883;1636874;1636848	1634160;1634163;1634122;1634150;1634031;1634110;1634117;1634110	7	7	ERR2224050;ERR2224051;SRR3197710;SRR3197711;SRR6960209;SRR6960217;SRR6960219;SRR6960222	100
Pa_1_4590.G	1639716	1637106	1	1	SRR6960219	100
Pa_1_4600.G	1640041	1643159	1	1	SRR6960222	50
Pa_1_4610.G	1648117	1644695	1	1	ERR2224051	100
Pa_1_4620.G	1648351;1648300	1649262;1649276	2	2	SRR6960217;SRR6960222	10
Pa_1_4630.G	NA	NA	NA	NA	NA	NA
Pa_1_4640.G	1659623	1657601	1	1	ERR2224050	75
Pa_1_4647.G	NA	NA	NA	NA	NA	NA
Pa_1_4650.G	NA	NA	NA	NA	NA	NA
Pa_1_4660.G	1670573	1673985	1	1	ERR2224050	250
Pa_1_4670.G	1675456;1675416;1675431;1675426	1673999;1674029;1674096;1674042	4	4	ERR2224050;SRR3197704;SRR3197709;SRR3197710	250
Pa_1_4680.G	NA	NA	NA	NA	NA	NA
Pa_1_4690.G	NA	NA	NA	NA	NA	NA
Pa_1_4710.G	1686933	1685473	1	1	SRR6960217	250
Pa_1_4720.G	1690599;1690804	1692493;1692488	2	2	ERR2224046;SRR6960209	100
Pa_1_4730.G	NA	NA	NA	NA	NA	NA
Pa_1_4740.G	NA	NA	NA	NA	NA	NA
Pa_1_4750.G	1700075	1698489	1	1	SRR3197710	75
Pa_1_4760.G	1700563;1700660;1700634;1700626	1702101;1702093;1702097;1701986	4	4	ERR2224050;SRR3197700;SRR3197701;SRR6960219	2500
Pa_1_4770.G	1702594	1708679	1	1	SRR3197711	25
Pa_1_4780.G	1709768	1713290	1	1	SRR3197710	1000
Pa_1_4790.G	1715725;1715537;1715777;1715783	1713215;1713157;1713289;1713277	4	4	SRR6960208;SRR6960214;SRR6960215;SRR6960217	25
Pa_1_4795.G	1718256;1718243;1718116	1717044;1717076;1717254	3	3	SRR6960208;SRR6960222;SRR6960224	10
Pa_1_4800.G	1718545;1718545;1718523;1718521;1718523;1718543	1720281;1720319;1720307;1720189;1720125;1720086	4	6	SRR6960208;SRR6960212;SRR6960214;SRR6960215;SRR6960216;SRR6960223	100
Pa_1_4810.G	NA	NA	NA	NA	NA	NA
Pa_1_4820.G	1723958	1722887	1	1	ERR2224048	250
Pa_1_4830.G	1725085	1727388	1	1	ERR2224050	500
Pa_1_4840.G	1728916;1728891	1727413;1727392	2	2	SRR3197705;SRR6960216	25
Pa_1_4850.G	1730629	1735152	1	1	ERR2224050	100
Pa_1_4860.G	1736222;1736051;1736382;1736414	1739046;1738870;1738896;1738892	4	4	ERR2224047;ERR2224051;SRR3197702;SRR3197709	100
Pa_1_4870.G	NA	NA	NA	NA	NA	NA
Pa_1_4880.G	1747467;1747418;1747410	1748539;1748539;1748571	3	2	SRR6960219;SRR6960221;SRR6960225	1000
Pa_1_4890.G	1748849	1751013	1	1	ERR2224048	50
Pa_1_4910.G	1751240;1751242;1751263;1751255;1751226;1751300;1751309;1751395	1752844;1752865;1752806;1752871;1752940;1752767;1752885;1752864	8	8	SRR3197700;SRR3197710;SRR6960214;SRR6960217;SRR6960219;SRR6960221;SRR6960222;SRR6960223	10
Pa_1_4920.G	1755047;1755024;1755015;1755031;1755033;1755021;1755021;1755032	1752932;1752946;1753015;1753046;1753049;1753001;1753038;1752913	7	8	SRR3197700;SRR6960213;SRR6960216;SRR6960217;SRR6960219;SRR6960221;SRR6960222;SRR6960225	2500
Pa_1_4930.G	1755259;1755247;1755240;1755241;1755269;1755308;1755327;1755296	1757182;1757146;1757194;1757159;1757786;1757210;1757222;1757215	8	8	ERR2224046;ERR2224047;ERR2224048;ERR2224050;ERR2224051;SRR6960209;SRR6960219;SRR6960221	100
Pa_1_4935.G	NA	NA	NA	NA	NA	NA
Pa_1_4940.G	NA	NA	NA	NA	NA	NA
Pa_1_4950.G	1763886;1763834;1763858;1763859;1763871;1763850;1763837;1763816;1763835;1763835;1763837	1762614;1762621;1762564;1762578;1762564;1762568;1762644;1762554;1762672;1762621;1762596	9	9	ERR2224048;SRR3197702;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960212;SRR6960219;SRR6960221;SRR6960222	100
Pa_1_4960.G	1764651	1765767	1	1	SRR6960217	250
Pa_1_4980.G	NA	NA	NA	NA	NA	NA
Pa_1_4990.G	1769741	1770816	1	1	ERR2224049	25
Pa_1_5000.G	1771245	1773769	1	1	SRR6960225	250
Pa_1_5003.G	NA	NA	NA	NA	NA	NA
Pa_1_5005.G	NA	NA	NA	NA	NA	NA
Pa_1_5010.G	1780607	1782684	1	1	ERR2224049	250
Pa_1_5015.G	NA	NA	NA	NA	NA	NA
Pa_1_5020.G	1784361;1784351;1784569;1784458;1784359	1786994;1787072;1786996;1787049;1787008	5	5	SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	10
Pa_1_5023.G	NA	NA	NA	NA	NA	NA
Pa_1_5028.G	NA	NA	NA	NA	NA	NA
Pa_1_5030.G	1796789;1796859	1798315;1798319	2	2	SRR6960222;SRR6960225	10
Pa_1_5035.G	NA	NA	NA	NA	NA	NA
Pa_1_5070.G	1804420;1804503;1804504;1804501	1805835;1805835;1805853;1805835	4	2	SRR6960214;SRR6960216;SRR6960217;SRR6960222	25
Pa_1_5075.G	NA	NA	NA	NA	NA	NA
Pa_1_5090.G	1812588;1812649	1811537;1811531	2	2	SRR6960209;SRR6960225	1000
Pa_1_5100.G	1813910	1814985	1	1	SRR6960209	25
Pa_1_5110.G	1815260	1819295	1	1	ERR2224050	250
Pa_1_5120.G	1821321;1821481	1819562;1819669	2	2	SRR6960208;SRR6960223	25
Pa_1_5130.G	NA	NA	NA	NA	NA	NA
Pa_1_5140.G	NA	NA	NA	NA	NA	NA
Pa_1_5150.G	NA	NA	NA	NA	NA	NA
Pa_1_5160.G	1830075	1827420	1	1	SRR6960210	50
Pa_1_5170.G	1832147	1830358	1	1	SRR6960217	100
Pa_1_5180.G	1832981;1832987;1833010;1832977;1833006;1833010	1836569;1836705;1836567;1836612;1836598;1836580	5	6	SRR6960208;SRR6960215;SRR6960217;SRR6960222;SRR6960223;SRR6960225	100
Pa_1_5190.G	1836761;1836570	1838395;1838378	2	2	SRR3197705;SRR3197709	25
Pa_1_5195.G	NA	NA	NA	NA	NA	NA
Pa_1_5200.G	1839878;1839884	1842001;1841921	2	2	SRR6960215;SRR6960220	100
Pa_1_5208.G	NA	NA	NA	NA	NA	NA
Pa_1_5210.G	1858965	1846516	1	1	SRR3197710	50
Pa_1_5220.G	NA	NA	NA	NA	NA	NA
Pa_1_5230.G	1861230;1861093;1861136;1861166;1861240;1861196	1863441;1863441;1863446;1863419;1863423;1863460	6	5	SRR6960212;SRR6960215;SRR6960216;SRR6960217;SRR6960222;SRR6960223	100
Pa_1_5240.G	1863656	1864231	1	1	SRR3197711	100
Pa_1_5250.G	1865262	1867109	1	1	SRR6960222	500
Pa_1_5260.G	1867672;1867635;1867664;1867447	1869319;1869601;1869366;1869268	4	4	SRR6960209;SRR6960213;SRR6960218;SRR6960221	100
Pa_1_5270.G	1873630;1873718;1873647;1873694	1872008;1872023;1872023;1872028	4	3	SRR6960207;SRR6960213;SRR6960218;SRR6960219	750
Pa_1_5280.G	1874929	1876262	1	1	ERR2224050	250
Pa_1_5290.G	1878320;1878303	1876278;1876273	2	2	SRR6960209;SRR6960218	100
Pa_1_5300.G	1878520;1878545;1878576;1878652;1878610	1880759;1880065;1880726;1880738;1880726	5	4	ERR2224050;ERR2224051;SRR3197704;SRR6960219;SRR6960221	50
Pa_1_5306.G	1880128	1881684	1	1	ERR2224048	75
Pa_1_5310.G	NA	NA	NA	NA	NA	NA
Pa_1_5315.G	NA	NA	NA	NA	NA	NA
Pa_1_5320.G	1886531	1885101	1	1	SRR3197710	500
Pa_1_5330.G	NA	NA	NA	NA	NA	NA
Pa_1_5340.G	1890124	1892532	1	1	SRR6960214	25
Pa_1_5360.G	1896459	1892330	1	1	SRR3197703	10
Pa_1_5370.G	1898871;1898762	1897296;1897339	2	2	SRR6960214;SRR6960219	750
Pa_1_5380.G	1904693	1901249	1	1	SRR3197710	500
Pa_1_5390.G	1907789;1907608	1906409;1906355	2	2	SRR6960207;SRR6960213	500
Pa_1_5400.G	NA	NA	NA	NA	NA	NA
Pa_1_5410.G	1911880;1911865;1911911;1911893	1911072;1911057;1910948;1911037	4	4	SRR6960212;SRR6960221;SRR6960223;SRR6960225	50
Pa_1_5420.G	1912189	1914349	1	1	SRR6960213	25
Pa_1_5430.G	NA	NA	NA	NA	NA	NA
Pa_1_5440.G	1918277	1920401	1	1	ERR2224050	10
Pa_1_5450.G	1921703	1920334	1	1	SRR6960225	500
Pa_1_5460.G	1923910	1922738	1	1	SRR6960207	1000
Pa_1_5463.G	NA	NA	NA	NA	NA	NA
